date,open,high,low,close,volume
2016-06-08,14445,14595,14355,14385,912800
2016-06-09,14385,14505,14325,14445,401410
2016-06-10,14445,14745,14445,14565,885040
2016-06-13,14565,14685,14505,14535,1201150
2016-06-14,14445,14595,14355,14505,789760
2016-06-15,14475,14475,14325,14355,603140
2016-06-16,14385,14445,14295,14325,627180
2016-06-17,14205,14325,14145,14145,946910
2016-06-20,14145,14205,13905,14085,622260
2016-06-21,14085,14145,14055,14115,527750
2016-06-22,14115,14145,13965,14055,483280
2016-06-23,14085,14415,14055,14415,688340
2016-06-24,14385,14415,13424,14055,827980
2016-06-27,13935,13935,13634,13874,341850
2016-06-28,13754,14055,13754,13935,403030
2016-06-29,13995,14235,13995,14205,544530
2016-06-30,14145,14265,14115,14205,478490
2016-07-01,14205,14355,14115,14265,523850
2016-07-04,14265,14835,14265,14775,1206430
2016-07-05,14835,15616,14835,15166,1658790
2016-07-06,15016,15466,14986,15016,592020
2016-07-07,15166,15316,14956,15316,714940
2016-07-08,15316,15766,15016,15316,834180
2016-07-11,15466,16067,15316,15616,1538540
2016-07-12,15616,16217,15616,16217,725030
2016-07-13,16217,17268,16217,17268,1442560
2016-07-14,17418,17568,16818,16818,921830
2016-07-15,16818,17118,16217,16217,850920
2016-07-18,16067,16818,15917,16667,736570
2016-07-19,16818,17118,16517,16818,559050
2016-07-20,16968,16968,16217,16517,422540
2016-07-21,16517,16667,15917,16667,657360
2016-07-22,16517,16667,15616,15616,886600
2016-07-25,15616,16067,15466,15917,318900
2016-07-26,15917,16217,15616,15917,268770
2016-07-27,15766,16367,15766,16367,402240
2016-07-28,16367,16517,16067,16517,91390
2016-07-29,16367,16517,16067,16217,225610
2016-08-01,16217,16217,15917,15917,365040
2016-08-02,15917,15917,15316,15466,634560
2016-08-03,15316,15466,14866,15166,324230
2016-08-04,15316,16217,15166,15616,537660
2016-08-05,15766,15766,15166,15316,327970
2016-08-08,15466,15616,15166,15616,348760
2016-08-09,15616,15917,15466,15917,181050
2016-08-10,15766,16217,15766,16067,310040
2016-08-11,16067,16818,16067,16818,737430
2016-08-12,16667,16818,16067,16367,331030
2016-08-15,16067,16517,16067,16367,165580
2016-08-16,16217,16517,16067,16217,513280
2016-08-17,16217,16217,15616,15917,635370
2016-08-18,16217,16517,15917,15917,577820
2016-08-19,15917,16367,15917,16067,250570
2016-08-22,16517,16517,16067,16067,466900
2016-08-23,15917,16217,15766,15917,559330
2016-08-24,16067,16367,16067,16217,275230
2016-08-25,16217,16367,16067,16217,453540
2016-08-26,16818,17268,16667,17268,1821780
2016-08-29,17869,18169,17268,17268,1324350
2016-08-30,16968,17118,16517,16667,1550890
2016-08-31,16667,16968,16067,16217,2593570
2016-09-01,16367,16517,15466,15766,3427730
2016-09-05,15766,15766,14956,15166,4191860
2016-09-06,15316,15466,15016,15166,1844160
2016-09-07,15316,15616,15016,15166,1582570
2016-09-08,15316,15316,15016,15166,1899730
2016-09-09,15717,16172,15634,16006,3353710
2016-09-12,15965,15965,15303,15489,1033010
2016-09-13,15510,15510,14890,14890,2161880
2016-09-14,14703,15469,14703,15096,1555400
2016-09-15,15220,15344,14890,14890,717270
2016-09-16,14890,14931,14476,14476,7265480
2016-09-19,14765,15241,14765,15158,1527320
2016-09-20,15179,15551,15014,15489,1203310
2016-09-21,15303,15551,15303,15489,1739860
2016-09-22,15634,15841,15489,15510,1593200
2016-09-23,15510,15572,15386,15448,836780
2016-09-26,15448,15696,15324,15551,1147450
2016-09-27,15551,15986,15469,15965,2049090
2016-09-28,16048,16213,15944,16130,1753620
2016-09-29,16130,16192,15717,15841,1749200
2016-09-30,15841,16048,15717,15841,1402860
2016-10-03,15841,15965,15593,15675,1293590
2016-10-04,15675,15965,15634,15675,1653180
2016-10-05,15924,15965,15779,15799,931670
2016-10-06,15799,15986,15799,15861,1173090
2016-10-07,15903,15986,15634,15696,1316880
2016-10-10,15696,15799,15303,15510,1014570
2016-10-11,15593,15634,15138,15634,2070950
2016-10-12,15634,15696,15489,15551,532610
2016-10-13,15593,15593,15344,15427,587930
2016-10-14,15427,15593,15386,15386,840790
2016-10-17,15386,15386,15055,15055,1573680
2016-10-18,15055,15262,14931,15076,943960
2016-10-19,15220,15386,15138,15179,960210
2016-10-20,15220,15303,15179,15179,590370
2016-10-21,15179,15303,15138,15179,775760
2016-10-24,15220,15303,14931,14931,682740
2016-10-25,14931,14931,14641,14786,1336590
2016-10-26,14786,14807,14600,14600,694100
2016-10-27,14600,15014,14600,15014,844890
2016-10-28,15014,15055,14848,15014,435980
2016-10-31,15014,15076,14890,14890,672940
2016-11-01,14807,14972,14765,14848,519580
2016-11-02,14807,14869,14641,14641,508170
2016-11-03,14538,14579,14373,14476,984650
2016-11-04,14559,14559,14435,14476,613830
2016-11-07,14517,15014,14497,14993,1085380
2016-11-08,15055,15076,14890,15055,1088300
2016-11-09,15014,15014,14476,14890,1690880
2016-11-10,15055,15138,15034,15055,792150
2016-11-11,15096,15220,14910,14993,898610
2016-11-14,14993,14993,14786,14807,745100
2016-11-15,14786,14993,14786,14807,278870
2016-11-16,14807,14848,14724,14807,455210
2016-11-17,14807,14807,14621,14745,737730
2016-11-18,14683,14745,14662,14703,628230
2016-11-21,14703,14807,14683,14765,592840
2016-11-22,14765,14890,14745,14890,623270
